pos_x,pos_y,pos_z
1.246119231623802,0.000900952581728986,0.07126425527653221
1.2464919792264717,0.005398599017700946,0.07254127410991335
1.2247621613571245,0.004684362386831152,0.06145621666395862
1.2249093252462082,0.001449550663826668,0.06199212311243107
1.2249017500027441,0.0007574720455524804,0.06173340960415061
1.236489388089563,0.003368025026324672,0.055490182300256624
1.236113119011643,-0.0028037038128891347,0.06031282233425627
1.24188703341797,-0.0033901404009916776,0.06161443687475624
1.2362092919637961,-0.0015882373225162157,0.06553414051581403
1.2371261503899997,0.00793608355839999,0.07090214414242954
1.2375957101054362,0.0030289768334351274,0.07206738432463318
1.237720781990568,0.004071455282322534,0.07275497665775633
1.244695965859288,0.005445648020481931,0.06888169963188706
1.2446858828250704,0.0009972360304746969,0.0738200045784248
1.266294241756205,-0.0009551554310175689,0.08205082212788793
1.2599359946441244,-0.0009245909091722946,0.0760115273366688
1.2627684748095247,0.0013053511117169982,0.07831875795729805
1.263214256210402,0.0035229230607002684,0.07964614956615844
1.2632210469378227,0.004948604012020441,0.07930505586693676
1.2632510088434274,0.0037818871706239545,0.07844526045562276
1.2736323068566384,0.0058935447501501335,0.07219976941133724
1.2738559153771567,0.009791591483303929,0.06775036821744757
1.2806205827150183,0.009298310245341716,0.07035362941746
1.2741721504791261,0.00960999888117014,0.06350886247368488
1.279189256486233,0.016204520137805798,0.06624923635613664
1.2787097281021946,0.008067819423714068,0.06273543869763028
1.2796456577889794,0.002207826896377646,0.06408848277027455
1.2796547460979737,-0.0010461583811877829,0.06242372825494536
1.2882521609260977,0.0005812463681011907,0.05842864299807998
1.3044619069844772,-0.0012637345351485182,0.0637510461894461
1.307143746280938,-0.011394539118891876,0.07249185762348123
1.3025995613988626,-0.012990939579733187,0.06644840927316811
1.3085066832978978,-0.016664377814059626,0.06918682500923268
1.3092612095266425,-0.014237239121549979,0.07001644883050967
1.3098404947517102,-0.016183087773092634,0.07039843059213571
1.3100839763807244,-0.017926184412199467,0.06977134211890484
1.3122848155255407,-0.017834994814017402,0.06915599699470151
1.3182150358253548,-0.01891098690665608,0.0705650450889325
1.3200431615286894,-0.014309580441688206,0.06654642597523198
1.3019325509036432,-0.01660604186955384,0.053337479088018724
1.2926066226996995,-0.018016295215591102,0.05816299511741581
1.2933112315274782,-0.011423263063420137,0.060018950027472685
1.2939043651302138,-0.018896457313195107,0.06151922283260802
1.2947432956939076,-0.008943919896474936,0.06525425428741492
1.2937278650261452,-0.00922049092750241,0.06571779077899371
1.2972071828730223,-0.009601688058568139,0.06668643460110837
1.2981159811203906,-0.0123026393326929,0.0686544668074085
1.292458589428139,-0.01310618022275755,0.06524778030546009
1.29190963181818,-0.014824213196701562,0.06712148256404618
1.2919282989796506,-0.01666469497498832,0.06670078135774372
1.2906639497299506,0.0015597757303857478,0.06282558972610829
1.2908987497510533,0.0049882526986663005,0.06415186278949422
